,Line,Count,Description,Level,Degree,Plea,Disposition,Disposition Date,casenumber
3911,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-08,21002270CTMA
3912,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-25,21002271CTMA
3913,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2b),M,F,,,,21002276CTMA
3914,0,1,DRIVING WHILE LICENSE SUSPENDED (FINANCIAL RESPONSIBILTY) (324201 2),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-01-26,21002288CTMA
3915,0,1,POSS OF ALCOHOLIC BEVERAGE BY A PERSON UNDER 21 YRS OF AGE (562111),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-14,21002289MMMO
3916,0,1,POSS OF ALCOHOLIC BEVERAGE BY A PERSON UNDER 21 YRS OF AGE (562111),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-03,21002290MMMO
3917,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-03,21002291MMMO
3918,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-05-28,21002299MMMO
3919,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-08,21002310MMMA
3920,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-04,21002329MMMA
3921,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-29,21002336MOMS
3922,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-18,21002352CTMA
3923,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,,,,21002361MMMA
3924,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-23,21002370CTMA
3925,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-02,21002370MMMA
3926,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-02,21002371MMMA
3927,0,1,POSSESS OVERSIZED RED FISH (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-29,21002375MMMA
3928,0,1,NO MOTOR VEHICLE REGISTRATION (32002 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-21,21002382CTMA
3929,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-07,21002392MMMO
3930,0,1,TRESPASS OF OCCUPIED STRUCTURE (81008 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21002402MMMA
3931,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-02,21002413CTMA
3932,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,,,,21002422CTMA
3933,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-30,21002448MMMA
3934,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-07,21002457MMMA
3935,1,2,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-07,21002457MMMA
3936,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-12-03,21002461MMMA
3937,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21002466CTMA
3938,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-11,21002527CTMA
3939,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-11,21002530MOMS
3940,0,1,FALSE INFO TO LEO DURING INVEST (837055),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-05-11,21002538MMMA
3941,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-01-18,21002543MMMO
3942,1,2,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-01-18,21002543MMMO
3943,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-06-23,21002562MMMA
3944,0,1,MAKE HARASSING PHONE CALLS (36516 1d),M,S,,DROPPED/ABANDONED/NO INFORMATION FILED,2022-10-10,21002563MMMA
3945,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-16,21002566MMMO
3946,0,1,BATTERY  GENERAL (78403 1a1),M,F,,,,21002579MMMA
3947,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-02,21002587CTMA
3948,0,1,OFFER AGREE TO SECURE PROSTITUTE ACT (79607 2b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-19,21002587MMMA
3949,0,1,TRESPASS AFTER WARNING (81008 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-23,21002597MMMA
3950,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-08,21002603MMMA
3951,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-08,21002603MMMA
3952,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-15,21002615CTMA
3953,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,,,,21002618CTMA
3954,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-23,21002649MMMA
3955,1,2,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-23,21002649MMMA
3956,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-21,21002652MOMS
3957,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-30,21002655MMMO
3958,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-28,21002661MMMO
3959,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-01-06,21002678MMMO
3960,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-12-14,21002701CTMA
3961,0,1,OFFER AGREE TO SECURE PROSTITUTE ACT (79607 2b),M,S,,,,21002707MMMA
3962,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NOLO-CONTENDERE,ADJUDICATED GUILTY,2021-07-16,21002725CTMA
3963,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-25,21002734MMMA
3964,1,2,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-25,21002734MMMA
3965,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-12,21002746MMMA
3966,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-25,21002749MMMA
3967,1,2,POSSESSION OF PARAPHERNALIA (USE) (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-25,21002749MMMA
3968,2,3,MISUSE OF WIRELESS 911 SYSTEM (365172 14),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-25,21002749MMMA
3969,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-01,21002755CTMA
3970,0,1,OFFER TO COMMIT PROSTITUTION (79607 2b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-18,21002768MMMA
3971,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-12,21002772MMMO
3972,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-06-28,21002792MMMA
3973,0,1,BATTERY  GENERAL (78403 1a1),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-09-27,21002806MMMA
3974,0,1,RETAIL THEFT (8120152),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-10-11,21002818MMMA
3975,0,1,DRIVING UNDER THE INFLUENCE (316193 1a),M,F,,,,21002835CTMA
3976,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-27,21002839MMMA
3977,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,,,,21002843CTMA
3978,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-26,21002846CTMA
3979,0,1,EXPIRED DL (MORE THAN 6 MONTHS) (32203 5),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-12,21002856CTMA
3980,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-15,21002864MMMA
3981,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-15,21002864MMMA
3982,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-15,21002867MMMA
3983,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-15,21002867MMMA
3984,0,1,DISORDERLY CONDUCT MUN ORD 12216 (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-23,21002887MOMS
3985,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-27,21002889MMMO
3986,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-28,21002895MMMA
3987,1,2,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-28,21002895MMMA
3988,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-07,21002898MMMA
3989,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-07,21002898MMMA
3990,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-08,21002902MMMO
3991,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,,NOLLE PROSSED,2022-09-30,21002904CTMA
3992,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-05,21002913MMMA
3993,1,2,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-05,21002913MMMA
3994,2,3,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-05,21002913MMMA
3995,0,1,INDECENT EXPOSURE (80003 1a),M,F,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2022-07-27,21002918MMMA
3996,0,1,RECKLESS DRIVING (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-02,21002933CTMA
3997,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21002941CTMA
3998,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-23,21002948CTMA
3999,0,1,DISORDERLY INTOXICATION (856011),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-05,21002954MMMO
4000,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-12-08,21003007MMMA
4001,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-12,21003008MMMO
4002,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-12,21003012MMMA
4003,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-16,21003013MMMO
4004,0,1,TRESPASS PROPERTY OTHER THAN STRUCT OR CONV (81009 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-19,21003018MMMO
4005,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-19,21003019MMMO
4006,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-26,21003032MMMO
4007,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-15,21003034MMMO
4008,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-16,21003037MMMO
4009,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-02-28,21003049MMMA
4010,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-19,21003050CTMA
4011,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-12,21003051MMMA
4012,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-18,21003089CTMA
4013,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-12-07,21003090CTMA
4014,0,1,UNATTENDED CHILD IN MTR VEH EXCESS OF 15 MINS (31661351a),M,S,,,,21003092CTMA
4015,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-19,21003115CTMA
4016,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-11,21003122CTMA
4017,0,1,RECKLESS DRIVING DAMAGE PERSON OR PROPERTY (316192 3a1),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-10-17,21003145CTMA
4018,1,2,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-10-17,21003145CTMA
4019,0,1,CRIMINAL MISCHIEF GENERAL (80613 1b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-20,21003145MMMO
4020,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-20,21003146MMMA
4021,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,,,,21003147MMMA
4022,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-20,21003152MMMA
4023,0,1,DR WHILE UNDER INFLUENCE (316193 1a),M,S,NOLO-CONTENDERE,ADJUDICATED GUILTY,2021-08-04,21003155CTMA
4024,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-30,21003158CTMA
4025,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,,,,21003167CTMA
4026,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,,DROPPED/ABANDONED/NO INFORMATION FILED,2022-10-17,21003167MMMA
4027,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,,,,21003172MMMA
4028,1,2,TRESPASSING - FAIL TO LEAVE PROPERTY (81009 2b),M,F,,,,21003172MMMA
4029,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NOLO-CONTENDERE,ADJUDICATION WITHHELD,2022-09-22,21003174CTMA
4030,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-31,21003199MMMA
4031,0,1,EXPIRED DL (MORE THAN 6 MONTHS) (32203 5),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-11-23,21003201CTMA
4032,0,1,OFFER AGREE TO SECURE PROSTITUTE ACT (79607 2b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-09-21,21003204MMMA
4033,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-21,21003208MMMA
4034,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-09-27,21003218CTMA
4035,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-19,21003247MMMA
4036,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-06,21003256CTMA
4037,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-23,21003256MMMA
4038,0,1,CRIMINAL  MISCHIEF (OVER  200 DOLLARS UNDER 1000 DOLLARS) (80613 1b2),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2021-10-07,21003257MMMA
4039,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2021-10-07,21003257MMMA
4040,2,3,POSS OF PARAPHERNALIA (893147 1),M,F,NOLO-CONTENDERE,ADJUDICATED GUILTY,2021-10-07,21003257MMMA
4041,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21003260MMMA
4042,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21003260MMMA
4043,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-11,21003266CTMA
4044,0,1,NO MOTOR VEHICLE REGISTRATION (32002 1),M,S,NOLO-CONTENDERE,ADJUDICATION WITHHELD,2021-08-13,21003277CTMA
4045,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-26,21003279CTMA
4046,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-18,21003280CTMA
4047,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21003285MOMS
4048,0,1,POSS OF ALCOHOLIC BEVERAGE BY A PERSON UNDER 21 YRS OF AGE (562111),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-02,21003287MMMO
4049,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-12-20,21003300MMMO
4050,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-13,21003307MMMA
4051,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-21,21003308MMMA
4052,0,1,SOLICITATION/PROCURING FOR PROSTITUTION (79607),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-28,21003311MMMA
4053,0,1,FAIL TO ACQUIRE FLORIDA DRIVER'S LICENSE (322031),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-02-17,21003314CTMA
4054,0,1,DRIVING WITHOUT A DRIVER'S LICENSE (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-12,21003330CTMA
4055,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-06,21003361MMMA
4056,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-06,21003361MMMA
4057,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-02,21003369MMMO
4058,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21003374MMMO
4059,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-07-30,21003377MMMO
4060,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-02,21003382MOMS
4061,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-06,21003385MMMO
4062,0,1,STALKING (784048 2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-02-16,21003414MMMA
4063,0,1,TRESPASS PROPERTY OTHER THAN STRUCT OR CONV (81009 2a),M,F,,,,21003418MMMA
4064,0,1,POSSESSION SALT WATER FISH OUT OF SEASON (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-09,21003420MMMA
4065,1,2,POSSESSION OF OVER BAG LIMIT OF GRAY SNAPPER (3792412),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-09,21003420MMMA
4066,0,1,POSSESSION OF UNDERSIZED SNAPPER (379401 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-02,21003421MMMA
4067,0,1,RECKLESS DRIVING -REDUCED FROM DUI (316192 1),M,S,NOLO-CONTENDERE,ADJUDICATED GUILTY,2022-04-26,21003426CTMA
4068,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,,,,21003428CTMA
4069,0,1,OFFER AGREE TO SECURE PROSTITUTE ACT (79607 2b),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-03-23,21003442MMMA
4070,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-18,21003451MMMA
