,Line,Date,Event,Judge,Location,Result,casenumber
11338,0,2022-10-12 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004693CTMA
11339,1,2022-09-12 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004693CTMA
11340,2,2022-08-16 13:00:00,EVIDENTIARY HEARING,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004693CTMA
11341,3,2022-08-16 08:30:00,PREL VOP HRG,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004693CTMA
11342,4,2022-06-21 13:00:00,EVIDENTIARY HEARING,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004693CTMA
11343,5,2022-06-21 08:30:00,PREL VOP HRG,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004693CTMA
11344,6,2022-04-26 08:30:00,PREL VOP HRG,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004693CTMA
11345,7,2022-04-09 08:00:00,FIRST APPEARANCE,"STEPHENSON, DUSTIN","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004693CTMA
11346,8,2022-03-03 13:00:00,PRETRIAL,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004693CTMA
11347,9,2022-03-01 08:30:00,PREL VOP HRG,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004693CTMA
11348,10,2022-02-17 14:00:00,FIRST APPEARANCE,"DYER, WILLIAM",MINI COURTROOM 2ND FLOOR,Not Assigned,21004693CTMA
11349,11,2021-12-30 08:30:00,TRIAL MANAGEMENT,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Failed To Appear,21004693CTMA
11350,12,2021-12-02 13:00:00,PRETRIAL,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004693CTMA
11351,13,2021-11-05 08:30:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004693CTMA
11352,14,2021-11-03 14:00:00,FIRST APPEARANCE,"DYER, WILLIAM",MINI COURTROOM 2ND FLOOR,Not Assigned,21004693CTMA
11353,0,2022-08-18 13:00:00,PRETRIAL,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004695CTMA
11354,1,2022-07-14 08:30:00,TRIAL MANAGEMENT,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004695CTMA
11355,2,2022-05-19 08:30:00,TRIAL MANAGEMENT,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004695CTMA
11356,3,2022-03-24 08:30:00,TRIAL MANAGEMENT,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004695CTMA
11357,4,2022-01-27 08:30:00,TRIAL MANAGEMENT,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004695CTMA
11358,5,2021-12-02 13:00:00,PRETRIAL,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,Continued,21004695CTMA
11359,6,2021-11-05 08:30:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004695CTMA
11360,7,2021-11-03 14:00:00,FIRST APPEARANCE,"DYER, WILLIAM",MINI COURTROOM 2ND FLOOR,Not Assigned,21004695CTMA
11361,0,2022-03-28 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004697MMMO
11362,1,2022-02-17 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004697MMMO
11363,2,2022-01-20 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004697MMMO
11364,3,2021-11-23 13:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004697MMMO
11365,4,2021-10-25 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004697MMMO
11366,0,2021-11-22 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004699CTMA
11367,0,2022-12-06 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004716CTMA
11368,1,2022-10-11 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004716CTMA
11369,2,2022-08-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004716CTMA
11370,3,2022-06-21 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004716CTMA
11371,4,2022-04-12 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004716CTMA
11372,5,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004716CTMA
11373,6,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004716CTMA
11374,7,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004716CTMA
11375,8,2021-11-05 13:00:00,FIRST APPEARANCE,"DYER, WILLIAM",MINI COURTROOM 2ND FLOOR,Not Assigned,21004716CTMA
11376,0,2022-12-06 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004717CTMA
11377,1,2022-10-11 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004717CTMA
11378,2,2022-08-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004717CTMA
11379,3,2022-06-21 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004717CTMA
11380,4,2022-04-12 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004717CTMA
11381,5,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004717CTMA
11382,6,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004717CTMA
11383,7,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004717CTMA
11384,8,2021-11-05 13:00:00,FIRST APPEARANCE,"DYER, WILLIAM",MINI COURTROOM 2ND FLOOR,Not Assigned,21004717CTMA
11385,0,2022-11-09 13:30:00,VIOLATION PROBATION,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004729MMMA
11386,1,2022-10-13 13:30:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004729MMMA
11387,2,2021-10-18 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Sentenced,21004729MMMA
11388,3,2021-10-15 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004729MMMA
11389,0,2021-11-22 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004745CTMA
11390,0,2021-11-22 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004775CTMA
11391,0,2022-12-15 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004776MMMA
11392,1,2022-11-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004776MMMA
11393,2,2022-09-29 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004776MMMA
11394,3,2022-08-04 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004776MMMA
11395,4,2022-05-05 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004776MMMA
11396,5,2022-03-10 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004776MMMA
11397,6,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004776MMMA
11398,7,2022-01-14 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004776MMMA
11399,8,2022-01-13 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004776MMMA
11400,0,2022-04-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21004784MMMA
11401,1,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004784MMMA
11402,2,2021-12-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004784MMMA
11403,3,2021-10-22 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004784MMMA
11404,0,2022-01-20 08:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Pre Trial,21004793CTMA
11405,1,2021-11-22 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004793CTMA
11406,0,2021-11-17 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",DISPOSED D,21004794MMMA
11407,0,2021-11-15 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",DISPOSED D,21004801MMMA
11408,0,2022-10-20 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,PLED PRIOR TO COURT,21004812MMMO
11409,1,2022-08-25 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,21004812MMMO
11410,2,2022-07-28 10:45:00,MOTION HEARING,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,OTHER,21004812MMMO
11411,3,2022-06-30 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004812MMMO
11412,4,2022-06-28 10:45:00,MOTIONS,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004812MMMO
11413,5,2022-04-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004812MMMO
11414,6,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004812MMMO
11415,7,2021-12-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004812MMMO
11416,8,2021-10-22 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004812MMMO
11417,9,2021-10-20 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004812MMMO
11418,0,2022-12-15 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004813CTMA
11419,1,2022-10-20 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004813CTMA
11420,2,2022-08-04 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004813CTMA
11421,3,2022-06-09 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004813CTMA
11422,4,2022-04-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004813CTMA
11423,5,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004813CTMA
11424,6,2021-12-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004813CTMA
11425,7,2021-11-17 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004813CTMA
11426,8,2021-11-11 08:00:00,FIRST APPEARANCE,"STEPHENSON, DUSTIN","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,21004813CTMA
11427,0,2021-10-22 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004836MMMA
11428,1,2021-10-21 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004836MMMA
11429,0,2021-10-22 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",PLED PRIOR TO COURT,21004839MMMA
11430,1,2021-10-21 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Pre Trial,21004839MMMA
11431,0,2022-10-20 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004847MMMA
11432,1,2022-08-25 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004847MMMA
11433,2,2022-06-30 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004847MMMA
11434,3,2022-04-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004847MMMA
11435,4,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004847MMMA
11436,5,2021-12-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004847MMMA
11437,6,2021-10-22 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004847MMMA
11438,7,2021-10-21 10:30:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004847MMMA
11439,0,2022-06-21 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,DISPOSED D,21004857MMMA
11440,1,2022-04-12 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004857MMMA
11441,2,2022-03-17 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004857MMMA
11442,3,2022-02-15 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004857MMMA
11443,4,2021-12-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004857MMMA
11444,5,2021-11-10 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004857MMMA
11445,0,2022-10-24 08:30:00,JURY TRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004899MMMA
11446,1,2022-08-16 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004899MMMA
11447,2,2022-06-21 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004899MMMA
11448,3,2022-04-26 13:30:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004899MMMA
11449,4,2022-03-01 13:30:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004899MMMA
11450,5,2022-02-15 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004899MMMA
11451,6,2021-12-14 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004899MMMA
11452,7,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004899MMMA
11453,0,2021-12-06 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004911CTMA
11454,0,2022-10-26 13:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Not Assigned,21004911MMMA
11455,1,2022-10-12 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004911MMMA
11456,2,2022-09-28 13:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004911MMMA
11457,3,2022-08-17 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004911MMMA
11458,4,2022-08-03 13:30:00,EVIDENTIARY HEARING,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004911MMMA
11459,5,2022-07-06 13:30:00,EVIDENTIARY HEARING,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,CONTINUENCE,21004911MMMA
11460,6,2022-06-22 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,CONTINUENCE,21004911MMMA
11461,7,2022-06-17 12:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Not Assigned,21004911MMMA
11462,8,2022-05-11 13:30:00,SENTENCE HEARING,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Sentenced,21004911MMMA
11463,9,2022-04-27 08:30:00,EVIDENTIARY HEARING,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,CONTINUENCE,21004911MMMA
11464,10,2022-04-13 13:30:00,EVIDENTIARY HEARING,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,CONTINUENCE,21004911MMMA
11465,11,2022-03-16 13:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004911MMMA
11466,12,2022-03-02 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004911MMMA
11467,13,2022-02-24 14:00:00,FIRST APPEARANCE,"DYER, WILLIAM",MINI COURTROOM 2ND FLOOR,Not Assigned,21004911MMMA
11468,14,2022-02-18 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Sentenced,21004911MMMA
11469,15,2022-02-17 08:30:00,TRIAL MANAGEMENT,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Failed To Appear,21004911MMMA
11470,16,2022-01-20 08:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004911MMMA
11471,17,2021-12-13 14:30:00,FIRST ARRAIGNMENT,"PATTERSON, CHRISTOPHER N",ANNEX CRIMINAL COURTROOM C,DISPOSED D,21004911MMMA
11472,18,2021-10-29 09:00:00,PLEA HEARING,"PATTERSON, CHRISTOPHER N",ANNEX CRIMINAL COURTROOM D,Continued,21004911MMMA
11473,19,2021-10-29 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",OTHER,21004911MMMA
11474,20,2021-10-27 14:00:00,FIRST APPEARANCE,"DYER, WILLIAM",MINI COURTROOM 2ND FLOOR,Not Assigned,21004911MMMA
11475,0,2021-12-03 08:30:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004922CTMA
11476,0,2022-11-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004934CTMA
11477,1,2022-09-29 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004934CTMA
11478,2,2022-08-04 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004934CTMA
11479,3,2022-06-09 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004934CTMA
11480,4,2022-04-14 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004934CTMA
11481,5,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004934CTMA
11482,6,2021-12-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004934CTMA
11483,7,2021-11-19 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004934CTMA
11484,8,2021-11-18 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004934CTMA
11485,0,2021-11-17 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004953MMMO
11486,1,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Failed To Appear,21004953MMMO
11487,0,2022-11-08 09:30:00,STATUS CONFERENCE,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004954MMMO
11488,1,2022-07-19 10:15:00,BOND HEARING,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,OTHER,21004954MMMO
11489,2,2022-06-07 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004954MMMO
11490,3,2022-05-08 08:30:00,FIRST APPEARANCE,"GRAMMER, JOE",ZOOM MEETING,Not Assigned,21004954MMMO
11491,4,2022-04-12 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Failed To Appear,21004954MMMO
11492,5,2021-12-14 13:30:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004954MMMO
11493,6,2021-11-08 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004954MMMO
11494,0,2021-12-06 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004956MMMA
11495,0,2021-11-03 08:30:00,ARRAIGNMENT,"DYER, WILLIAM","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,21004958MMMA
11496,0,2021-11-22 13:00:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Failed To Appear,21004962CTMA
11497,1,2021-11-19 12:30:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004962CTMA
11498,0,2022-12-15 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Not Assigned,21004962MMMA
11499,1,2022-10-20 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004962MMMA
11500,2,2022-08-25 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004962MMMA
11501,3,2022-06-30 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004962MMMA
11502,4,2022-05-05 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004962MMMA
11503,5,2022-03-10 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004962MMMA
11504,6,2022-02-17 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004962MMMA
11505,7,2021-12-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,21004962MMMA
11506,8,2021-11-15 13:00:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,21004962MMMA
11507,0,2022-09-28 13:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Sentenced,21004974MMMA
11508,1,2022-09-12 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004974MMMA
11509,2,2022-08-31 13:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004974MMMA
11510,3,2022-08-03 13:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004974MMMA
11511,4,2022-07-20 08:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004974MMMA
11512,5,2022-07-06 13:30:00,VIOLATION PROBATION,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,21004974MMMA
11513,6,2022-06-29 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,21004974MMMA
11514,0,2022-01-06 13:00:00,PRETRIAL,"DYER, WILLIAM",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,21004979MMMA
